t,demand
36,095,907.80
36,106,219.80
36,116,384.90
36,125,548.80
36,135,946.40
36,146,057.50
36,156,245.10
36,166,119.60
36,175,965.10
36,185,944.90
36,195,732.20
36,205,566.40
36,215,417.40
36,224,964.70
36,234,494.60
36,244,103.50
36,253,872.30
36,263,733.40
36,273,631.70
36,283,486.50
36,293,543.20
36,303,883
36,314,705.10
36,325,604.70
36,335,931.30
36,346,186.10
36,356,283.40
36,365,620.10
36,375,794.90
36,386,199.70
36,396,392.30
36,406,144.50
36,415,927.90
36,425,961.80
36,435,705.70
36,445,426.60
36,455,335.30
36,464,947.20
36,474,334.50
36,483,989.70
36,493,787.40
36,503,643.60
36,513,519.50
36,523,458.10
36,533,345.30
36,543,473.40
36,553,966.60
36,564,616.20
36,575,055
36,585,344.40
36,595,352.60
36,605,023.30
36,615,142.90
36,625,573
36,635,648.80
36,645,412.90
36,655,812.60
36,666,046.40
36,675,857.20
36,685,569.10
36,695,429.20
36,705,117.40
36,714,770.90
36,724,466.60
36,734,274.10
36,744,127.50
36,754,016.40
36,763,764.10
36,773,579.60
36,783,512.50
36,793,821.40
36,804,150.20
36,814,229.90
36,824,332.40
36,834,430
36,844,474.90
36,854,575.50
36,864,657.40
36,874,591
36,884,668.30
36,894,957.70
36,905,279.90
36,915,268.90
36,925,195.70
36,935,045.20
36,944,642.10
36,954,267.90
36,963,979.50
36,973,726.20
36,983,547.60
36,993,326.30
37,003,101.20
37,012,982.70
37,022,883.90
37,033,230.90
37,043,543.70
37,053,727.80
37,063,765.70
37,073,771.20
37,083,692.40
37,093,533.20
37,103,492.30
37,113,513.60
37,123,604.70
37,133,980.30
37,144,492
37,154,558.50
37,164,410.60
37,174,123.60
37,183,609.10
37,193,323.50
37,203,077.80
37,212,939
37,222,869.90
37,232,824.30
37,242,826.40
37,252,970.70
37,263,119.20
37,273,473
37,283,992.50
37,294,087.80
37,304,151.50
37,314,193
37,323,855.60
37,333,836.10
37,344,113.90
37,354,209.10
37,364,137.20
37,374,342.70
37,384,895.80
37,394,788.20
37,404,577.50
37,414,327.90
37,423,945.50
37,433,475.20
37,443,190
37,453,035.40
37,462,935.20
37,472,911.40
37,482,880.30
37,493,036
37,503,274.80
37,513,748.90
37,524,058.60
37,533,957.60
37,544,057.80
37,554,185.60
37,564,182
37,574,206.60
37,584,685.70
37,594,744.60
37,604,728.50
37,614,950.30
37,625,303.70
37,635,099.90
37,644,935.60
37,654,738.50
37,664,262.30
37,673,753.40
37,683,406.40
37,693,206
37,703,062.70
37,712,940.50
37,722,906.30
37,732,961.60
37,743,248.20
37,753,836.70
37,764,417.30
37,774,743.60
37,785,102.70
37,795,387.20
37,805,048.40
37,815,405.80
37,826,029.90
37,836,227.90
37,846,110.60
37,855,882.30
37,866,158.40
37,875,838.90
37,885,582.30
37,895,419.60
37,904,989.60
37,914,505.40
37,924,112.20
37,933,867.80
37,943,733.70
37,953,614.50
37,963,517.30
37,973,500.80
37,983,653.70
37,994,130.90
38,004,741.30
38,015,029.40
38,025,090.50
38,035,199.70
38,044,800.20
38,054,893.50
38,065,461.10
38,075,686.80
38,085,469.60
38,095,406.70
38,105,898.30
38,115,601.60
38,125,389.90
38,135,340.50
38,144,974.60
38,154,509.20
38,164,098.50
38,173,857.90
38,183,701.40
38,193,526.10
38,203,388
38,213,336.40
38,223,429.70
38,233,884.70
38,244,395.40
38,254,868.10
38,265,034.40
38,275,321.50
38,285,264.90
38,295,189.30
38,305,465.90
38,315,499.20
38,325,441.50
38,335,546.90
38,346,119.80
38,355,965.10
38,365,700.90
38,375,580.10
38,385,289.80
38,394,877
38,404,576.30
38,414,315.90
38,424,157.20
38,433,946.20
38,443,771
38,453,610.80
38,463,466.30
38,473,618.70
38,483,968.40
38,494,203.70
38,504,311
38,514,361.20
38,524,431.10
38,534,402.30
38,544,283.80
38,554,082.70
38,563,997
38,574,320.10
38,584,915.90
38,594,952.70
38,604,876.40
38,614,817.70
38,624,443.10
38,634,127.20
38,643,882.40
38,653,692.30
38,663,493.80
38,673,307.20
38,683,263.40
38,693,137.70
38,703,135
38,713,465.80
38,723,928.50
38,734,303.60
38,744,623
38,754,896.90
38,764,884.20
38,774,861.80
38,784,918.20
38,794,910.40
38,804,814.80
38,814,933
38,825,645.20
38,835,681.80
38,845,632.50
38,855,367.10
38,864,841.40
38,874,353.40
38,883,971.10
38,893,744.60
38,903,564
38,913,443.50
38,923,376.90
38,933,355.80
38,943,564.40
38,954,443.90
38,965,338.90
38,975,766.60
38,986,075.40
38,996,262.50
39,005,727.50
39,016,003.10
39,026,768.20
39,036,819
39,046,641.90
39,056,390
39,066,632.10
39,076,328.30
39,086,023.60
39,095,883.20
39,105,414.50
39,114,806.80
39,124,370.20
39,134,104.70
39,143,922.40
39,153,770.10
39,163,606.40
39,173,644.90
39,183,879.20
39,194,635.40
39,205,557.70
39,216,092.60
39,226,495.80
39,236,551.30
39,245,977.50
39,256,241.40
39,266,960.40
39,277,105.40
39,286,867.20
39,296,717.70
39,306,938.70
39,316,495.90
39,326,253.50
39,336,131
39,345,635.80
39,355,018.50
39,364,572.60
39,374,280
39,384,126.40
39,394,014.70
39,403,851.40
39,413,867.10
39,424,071.20
39,434,987.40
39,445,905.30
39,456,314.10
39,466,659
39,476,748.70
39,485,908.90
39,496,042.90
39,506,771.90
39,516,811.60
39,526,580.70
39,536,427.10
39,546,565.90
39,556,213.50
39,563,820.20
39,573,170.70
39,585,143.90
39,594,750.30
39,604,370.70
39,614,123.40
39,623,958.90
39,633,801.10
39,643,749.50
39,653,749.90
39,663,884.40
39,674,622.70
39,685,276.20
39,695,572.90
39,705,690.10
39,715,645.30
39,725,151.70
39,735,274.10
39,745,862.20
39,755,960.10
39,765,706.90
39,775,576.50
39,785,858.80
39,795,606.60
39,805,322.20
39,815,123.20
39,824,721.40
39,834,286.80
39,843,932.80
39,853,729.90
39,863,589.30
39,873,383.20
39,883,331.60
39,893,277.50
39,903,350.70
39,913,742.30
39,924,121.80
39,934,312.20
39,944,414.60
39,954,514.80
39,964,283.40
39,974,053.50
39,984,132.10
39,994,151.20
40,004,180.20
40,014,437
40,024,931.40
40,034,853.20
40,044,613.70
40,054,383.90
40,064,059.60
40,073,699.70
40,083,431.50
40,093,227.30
40,103,092.40
40,112,995.20
40,122,869.90
40,132,868.10
40,142,905.20
40,153,132.10
40,163,341.60
40,173,451.20
40,183,538.50
40,193,592.50
40,203,552.90
40,213,497.10
40,223,438.90
40,233,396.20
40,243,386.90
40,253,640.60
40,264,354.40
40,274,402.70
40,284,291.90
40,294,121.40
40,303,786.60
40,313,439.90
40,323,244.20
40,333,101.30
40,343,011.20
40,352,960.20
40,362,844.70
40,372,900.50
40,383,067.20
40,393,705.30
40,404,297.30
40,414,561.20
40,424,542.10
40,434,696.40
40,444,403.70
40,454,464.50
40,464,874.80
40,474,987.60
40,484,883.80
40,494,894.50
40,505,274.60
40,515,127.30
40,524,946
40,534,764.90
40,544,394.50
40,553,915.90
40,563,578.10
40,573,415.40
40,583,284.80
40,593,179.70
40,603,153.60
40,613,211.40
40,623,641.90
40,634,150.70
40,644,574.70
40,655,020.90
40,665,315.60
40,675,483.40
40,684,953.20
40,694,949.60
40,705,464.40
40,715,640.10
40,725,524.20
40,735,524
40,745,899.50
40,755,671.30
40,765,349.60
40,775,146.20
40,784,715.30
40,794,183.10
40,803,813.60
40,813,619.30
40,823,474.80
40,833,401.70
40,843,265.30
40,853,185.20
40,863,408.60
40,874,085.80
40,884,641
40,895,008.10
40,905,344.10
40,915,468.80
40,924,946.90
40,935,041.20
40,945,866.40
40,955,954
40,965,866.60
40,975,788.50
40,986,070.20
40,995,757.50
41,005,444.10
41,015,188.90
41,024,856.90
41,034,365.30
41,043,992
41,053,801.40
41,063,669
41,073,479.20
41,083,439.20
41,093,446.50
41,103,671.60
41,114,440.20
41,125,158.10
41,135,508.10
41,145,834.90
41,156,050.80
41,165,427.80
41,175,483
41,185,903.20
41,195,926.20
41,205,825.80
41,215,884.40
41,226,059.30
41,235,803.90
41,245,453.90
41,255,228.20
41,264,843.20
41,274,343.60
41,283,985.90
41,293,663.40
41,303,497.20
41,313,347.20
41,323,266.30
41,333,276.50
41,343,546.90
41,354,316.50
41,365,077.90
41,375,383.90
41,385,691.90
41,395,834.70
41,405,394.80
41,415,240.90
41,425,458.40
41,435,623.30
41,445,554.70
41,455,527.80
41,465,857.20
41,475,591.10
41,485,309.70
41,495,208.80
41,504,842.20
41,514,388.40
41,524,065
41,533,844.60
41,543,628.10
41,553,565.70
41,563,355.30
41,573,237.70
41,583,296.20
41,593,843.60
41,604,450.30
41,614,916
41,625,267.90
41,635,349.60
41,644,853.30
41,654,550.80
41,664,574.20
41,674,635.30
41,684,636.50
41,694,891.70
41,705,576.80
41,715,464.90
41,725,192.10
41,735,039.30
41,744,633.90
41,754,237.90
41,763,944
41,773,758.70
41,783,602.90
41,793,472.50
41,803,307.80
41,813,176
41,823,162.30
41,833,576.80
41,844,032.60
41,854,363.70
41,864,636.60
41,874,853.40
41,884,752.40
41,894,503.60
41,904,453.70
41,914,243.20
41,924,268
41,934,503.40
41,945,188.80
41,955,202.20
41,965,138.90
41,974,956.30
41,984,615.90
41,994,211
42,003,923.20
42,013,711.40
42,023,502.30
42,033,346.70
42,043,309.50
42,053,325.10
42,063,551.70
42,074,349.80
42,085,085.90
42,095,590.30
42,105,913
42,116,081.10
42,125,515.80
42,135,583.70
42,146,372.70
42,156,586
42,166,396.20
42,176,162.40
42,186,422.50
42,196,123.70
42,205,764.30
42,215,514.20
42,225,189.20
42,234,634.50
42,244,191.10
42,253,934.60
42,263,777.70
42,273,665
42,283,529.30
42,293,438.20
42,303,709.30
42,314,563.50
42,325,282.60
42,335,605.40
42,345,838.30
42,355,760.20
42,365,274.90
42,375,713.90
42,386,647.10
42,396,717.80
42,406,532.20
42,416,282.40
42,426,472.30
42,436,200.60
42,445,723.80
42,455,542.60
42,465,125.40
42,474,559
42,484,159.40
42,493,905.30
42,503,766.60
42,513,578.80
42,523,420.80
42,533,365.30
42,543,655.40
42,554,410.40
42,565,272.60
42,575,681.10
42,586,024.30
42,595,950.50
42,605,601.40
42,615,742.60
42,626,003.80
42,635,982
42,645,901.90
42,655,864.10
42,666,055.40
42,675,797.20
42,685,541.50
42,695,417.80
42,704,941.50
42,714,443.80
42,724,068
42,733,824.20
42,743,690
42,753,567.90
42,763,461.70
42,773,415.80
42,783,624.70
42,794,442.70
42,805,118
42,815,148.40
42,825,104.60
42,835,214.80
42,845,175.90
42,855,369.90
42,866,254.10
42,876,422.70
42,886,327.40
42,896,132.40
42,906,439.30
42,916,035.90
42,925,796.80
42,935,676.70
42,945,237.50
42,954,740.80
42,964,314.70
42,974,062.70
42,983,878.20
42,993,738.30
43,003,658.30
43,013,513.50
43,023,702.10
43,034,514.40
43,045,108.80
43,055,533.60
43,065,734.50
43,076,079.50
43,085,548.50
43,095,551.80
43,106,377
43,116,543
43,126,306.80
43,136,166.50
43,146,362.80
43,156,096.90
43,165,686.30
43,175,517
43,185,185.50
43,194,685.50
43,204,298.50
43,214,023.20
43,223,822.80
43,233,575.80
43,243,404.50
43,253,355.70
43,263,313.90
43,273,773.10
43,284,413.90
43,294,842
43,305,128.60
43,315,313.10
43,325,095.50
43,335,067.30
43,345,440.50
43,355,463.70
43,365,246.60
43,375,483.90
43,386,088
43,396,061.70
43,405,860.40
43,415,715.90
43,425,422.10
43,434,969.60
43,444,640.40
43,454,405.40
43,464,187.70
43,473,954.80
43,483,731.60
43,493,641.60
43,503,510.10
43,513,764
43,524,148.20
43,534,404.90
43,544,612.60
43,554,782.90
43,564,730.50
43,574,707.40
43,584,738.60
43,594,574.90
43,604,326.60
43,614,442.10
43,625,099.50
43,635,209.30
43,645,166.50
43,655,091.30
43,664,781.80
43,674,426.20
43,684,096.80
43,693,880.60
43,703,749.20
43,713,613
43,723,468.40
43,733,298.10
43,743,303.50
43,753,753.40
43,764,386.40
43,774,960.50
43,785,335.60
43,795,425.80
43,805,370
43,815,245.90
43,825,359.30
43,835,322.70
43,845,217.40
43,855,174.10
43,865,970.30
43,876,037.30
43,885,906.90
43,895,809.90
43,905,348.50
43,914,832.80
43,924,473.50
43,934,229.50
43,944,038.20
43,953,872.90
43,963,812.90
43,973,849.10
43,983,935.20
43,994,863.90
44,005,770.60
44,015,900.70
44,026,222.80
44,036,387.90
44,045,911.20
44,055,817.70
44,066,204.50
44,076,208.10
44,086,260
44,096,452.20
44,106,707
44,116,453.30
44,126,168.40
44,136,063.80
44,145,491.10
44,154,895.60
44,164,466.60
44,174,237.90
44,184,058.80
44,193,905.20
44,203,710.20
44,213,741.10
44,223,927.80
44,234,709.90
44,245,581.40
44,255,976.40
44,266,366.50
44,276,561.10
44,285,951.70
44,296,133.80
44,306,842.60
44,316,981.90
44,326,881.90
44,336,734.50
44,346,954.20
44,356,591.30
44,366,211.90
44,376,099.10
44,385,541.70
44,394,927.80
44,404,492.10
44,414,265.20
44,424,109
44,433,969.30
44,443,851.60
44,453,861.60
44,463,999.70
44,474,913.20
44,485,776.90
44,496,206.30
44,506,573
44,516,769.50
44,526,128.50
44,536,253.70
44,546,712.40
44,556,668.10
44,566,477.70
44,576,250.30
44,586,479.20
44,596,208.20
44,606,003.90
44,615,751.20
44,625,248.50
44,634,757.70
44,644,360.50
44,654,091.90
44,663,903.10
44,673,786.30
44,683,656.40
44,693,652.80
44,703,835.90
44,714,755.50
44,725,671.10
44,736,183.90
44,746,591
44,756,519.30
44,765,720
44,775,828.70
44,786,610.70
44,796,580.90
44,806,514.50
44,816,242.90
44,826,538.60
44,836,263.30
44,845,986.50
44,855,849.10
44,865,375.60
44,874,887
44,884,550.70
44,894,290.10
44,904,128.10
44,914,005.80
44,923,823.30
44,933,677.10
44,943,687.40
44,954,127.20
44,964,863.50
44,975,433.30
44,985,837.10
44,995,918.80
45,005,415.50
45,015,155.30
45,025,055.30
45,035,052.80
45,044,931.80
45,055,276.20
45,065,774.60
45,075,666.70
45,085,453.40
45,095,321.80
45,104,865.50
45,114,523.40
45,124,247.70
45,134,047.70
45,143,961.80
45,153,832.90
45,163,737
45,173,552.90
45,183,422.10
45,193,639.40
45,203,956.10
45,214,332.90
45,224,527.70
45,234,697.40
45,244,713.40
45,254,608.60
45,264,618
45,274,732.30
45,284,699.90
45,294,882.80
45,305,611.20
45,315,637.30
45,325,507.90
45,335,378.60
45,345,040.10
45,354,588.80
45,364,269.50
45,374,064.50
45,383,963.30
45,393,799
45,403,650.30
45,413,708.70
45,423,812.10
45,434,602.70
45,445,421.30
45,455,767.20
45,465,987.60
45,476,131.10
45,485,631.70
45,495,918.90
45,506,553.90
45,516,194
45,526,068.90
45,535,919.60
45,546,213.50
45,556,004.90
45,565,755.30
45,575,666.20
45,585,183.60
45,594,646.60
45,604,187.20
45,614,022
45,623,896.40
45,633,753.10
45,643,621.30
45,653,710.10
45,663,777.30
45,674,292.70
45,684,686.90
45,694,652.50
45,704,722.30
45,714,877.10
45,724,572.70
45,734,601
45,745,132.70
45,755,111.50
45,765,173.80
45,775,258.60
45,785,696.80
45,795,495.60
45,805,301.60
45,815,098
45,824,691.60
45,834,120.80
45,843,805.40
45,853,596.60
45,863,433.10
45,873,299.10
45,883,182
45,893,277
45,903,446.60
45,913,921.20
45,924,305.30
45,934,564.10
45,944,875.90
45,955,118.70
45,964,739.10
45,974,971.80
45,985,623.20
45,995,637.40
46,005,519.80
46,015,445.20
46,025,785.90
46,035,588.50
46,045,378.30
46,055,193.30
46,064,763.60
46,074,317.40
46,083,973
46,093,742.40
46,103,613.70
46,113,384
46,123,355.20
46,133,451.30
46,143,681.30
46,154,232.40
46,164,581.40
46,174,825.20
46,185,244
46,195,460.50
46,205,148
46,215,393.40
46,225,927.50
46,235,948.90
46,245,840.70
46,255,749.70
46,266,102.20
46,275,896
46,285,624.50
46,295,474.40
46,305,015.50
46,314,572
46,324,220.90
46,333,980.70
46,343,821
46,353,741.60
46,363,559.30
46,373,590.70
46,383,873.20
46,394,567
46,405,287.30
46,415,399.50
46,425,682.90
46,435,894.70
46,445,395.60
46,455,662.10
46,466,310.70
46,476,350.40
46,486,212.70
46,495,860.90
46,506,121.20
46,515,898.70
46,525,627.30
46,535,513.20
46,545,106.20
46,554,681.70
46,564,318.90
46,574,097.60
46,583,916.80
46,593,797.70
46,603,668.90
46,613,531.70
46,623,483.10
46,633,920.30
46,644,574.30
46,655,116.90
46,665,452.30
46,675,559.10
46,685,190.20
46,695,143.60
46,705,404.70
46,715,507.20
46,725,433.60
46,735,584.40
46,746,213.80
46,755,493.20
46,765,616
46,775,591.70
46,785,293.80
46,794,902.30
46,804,620.30
46,814,395.80
46,824,236.60
46,834,050
46,843,863.90
46,853,629.40
46,863,530
46,873,790.90
46,884,248.90
46,894,638.10
46,904,741
46,914,135.90
46,925,012.80
46,934,907.10
46,944,985.50
46,955,074.10
46,965,009.80
46,975,037.70
46,985,812.50
46,995,837.50
47,005,789.20
47,015,732.10
47,025,363.80
47,034,874.90
47,044,546.40
47,054,272.70
47,064,157.80
47,074,014.40
47,083,832
47,093,857.30
47,103,801.20
47,114,660.30
47,125,679.50
47,136,194
47,146,540.50
47,156,751.90
47,166,155.70
47,176,410.10
47,187,154.50
47,197,164.40
47,206,997.70
47,216,710.60
47,226,924.60
47,236,568.60
47,246,228.20
47,256,125.20
47,265,755.60
47,275,310.90
47,284,870.30
47,294,612.50
47,304,469.10
47,314,308.70
47,324,062.40
47,334,061.60
47,344,268
47,355,055.50
47,366,000.20
47,376,294.80
47,386,576.40
47,396,582.90
47,405,724.60
47,415,833.60
47,426,743.80
47,436,854.60
47,446,650.70
47,456,475.70
47,466,706.30
47,476,407.50
47,486,094.30
47,495,945
47,505,431.40
47,514,897
47,524,545.90
47,534,356.20
47,544,203.70
47,554,108
47,563,996.80
47,574,038.40
47,584,234.70
47,594,986.10
47,605,722.60
47,615,977.30
47,626,344
47,636,524.70
47,645,756.90
47,655,943.30
47,666,830.10
47,676,981
47,686,845.60
47,696,599.10
47,706,857.50
47,716,329.30
47,725,957.30
47,735,815.90
47,745,426.90
47,755,025.80
47,764,639.60
47,774,358
47,784,165.60
47,793,910.80
47,803,737.70
47,813,733.10
47,823,965.40
47,834,461.20
47,844,927.10
47,855,311.70
47,865,636.20
47,875,943.90
47,885,733.80
47,895,938.40
47,906,578.80
47,916,698.60
47,926,655.10
47,936,467.50
47,946,879.60
47,956,521.10
47,966,179.60
47,976,066.70
47,985,719.50
47,995,307.90
48,004,919.60
48,014,669.30
48,024,440
48,034,285.40
48,044,067.40
48,054,000.80
48,064,013.80
48,074,215.30
48,084,423.80
48,094,529.20
48,104,600.50
48,114,671.50
48,125,186.80
48,135,255.80
48,145,397.70
48,155,420.30
48,165,286.20
48,175,355.60
48,186,050.70
48,195,987
48,205,801.20
48,215,593.10
48,225,285.50
48,234,882.60
48,244,585.30
48,254,342.40
48,264,162.70
48,274,003.90
48,283,804.70
48,293,720
48,303,718.30
48,314,091.10
48,324,655.40
48,335,050
48,345,198.80
48,355,234.90
48,365,045.60
48,374,999.40
48,385,439.50
48,395,671.90
48,405,630.60
48,415,626.40
48,425,676.60
48,435,457.40
48,445,275
48,455,271.60
48,464,886.80
48,474,365.20
48,484,097.70
48,493,928
48,503,795
48,513,686
48,523,506.30
48,533,469.20
48,543,344.70
48,553,662.30
48,563,924
48,574,067.70
48,584,206.60
48,594,320
48,604,227.50
48,614,141.10
48,624,238.70
48,634,394.80
48,644,439.80
48,654,555.20
48,665,353.60
48,675,404.70
48,685,337.90
48,695,322.30
48,704,861.60
48,714,438.30
48,724,101.60
48,733,862.20
48,743,716.80
48,753,620.30
48,763,488
48,773,520
48,783,674.50
48,794,405.30
48,805,211.60
48,815,576.50
48,825,936.10
48,836,209.60
48,845,645.80
48,855,918.10
48,866,734.80
48,876,818.50
48,886,747
48,896,430.30
48,906,665.10
48,916,314.10
48,926,074.50
48,935,952
48,945,449.40
48,954,840.70
48,964,421.40
48,974,217.80
48,984,036.90
48,993,843.60
49,003,776.60
49,013,802.90
49,024,065.90
49,034,757.90
49,045,552.30
49,055,852.70
49,066,302.60
49,076,494.70
49,085,811.70
49,096,099.40
49,106,862.10
49,117,049.70
49,126,943.10
49,136,935.50
49,147,211.90
49,156,870.10
49,166,535.80
49,176,489.30
49,185,906.40
49,195,217.70
49,204,746.70
49,214,465.20
49,224,253.70
49,234,098.70
49,243,914.10
49,254,036.90
49,264,211.40
49,275,019.30
49,285,596.70
49,295,749.40
49,306,062.90
49,316,198.90
49,325,692.20
49,335,977.80
49,346,629.70
49,356,733
49,366,637.90
49,376,529.50
49,386,845.40
49,396,609.50
49,406,280
49,416,113.60
49,425,568.40
49,434,930.40
49,444,449.80
49,454,185
49,464,014.50
49,473,928.80
49,483,808.80
49,493,828.90
49,504,043
49,514,763.80
49,525,277.60
49,535,704.50
49,545,941.60
49,556,081.20
49,565,843.40
49,576,113.70
49,586,844.30
49,596,935.50
49,606,729.10
49,616,471.80
49,626,883.40
49,636,538.20
49,646,313.30
49,656,145.50
49,665,521.60
49,674,922.50
49,684,514.90
49,694,260
49,704,077.40
49,713,781.10
49,723,774.60
49,733,846.70
49,744,039.70
49,754,819.50
49,765,767.90
49,776,214.30
49,786,507.30
49,796,575.70
49,805,959.90
49,816,164.40
49,826,903.90
49,837,065.90
49,846,905.40
49,856,628.80
49,866,981.60
49,876,609.40
49,886,212.30
49,896,107.70
49,905,687.30
49,915,215.10
49,924,846.10
49,934,530.30
49,944,231
49,953,890.70
49,963,807.80
49,973,709
49,983,726.90
49,994,239.10
50,004,924.90
50,015,319.70
50,025,515.50
50,035,748.40
50,045,354.40
50,055,325.70
50,065,725.50
50,075,824.60
50,085,784.10
50,095,950.40
50,106,369.30
50,116,334.70
50,126,155.80
50,136,134.70
50,145,653.60
50,155,227.10
50,164,869.80
50,174,643.30
50,184,449.70
50,194,223.30
50,204,026.70
50,213,964.40
50,223,811
50,234,104.40
50,244,348.30
50,254,543
50,264,655.10
50,274,716.50
50,284,864.10
50,294,852.80
50,304,543.70
50,314,521.10
50,324,529.80
50,334,760.50
50,345,326.60
50,355,298
50,365,074.50
50,374,882.70
50,384,437.30
50,394,078.30
50,403,803.20
50,413,602.80
50,423,458.10
50,433,350.50
50,443,363.50
50,453,562.30
50,463,729.80
50,474,433
50,485,054.60
50,495,469.90
50,505,881.70
50,516,167.10
50,525,608
50,535,850.90
50,546,535.30
50,556,551.40
50,566,488.50
50,576,439.70
50,586,580
50,596,287.50
50,606,079.70
50,615,938.40
50,625,331.70
50,634,767.10
50,644,347.40
50,654,123.90
50,663,949.90
50,673,786.80
50,683,608.10
50,693,773
50,703,903.80
50,714,579
50,725,330.10
50,735,421.90
50,745,660.90
50,755,818.50
50,765,199.70
50,775,477.90
50,786,090.50
50,796,212.40
50,806,221
50,816,088.10
50,826,456.60
50,836,113.10
50,845,740.20
50,855,553.10
50,864,884.20
50,874,344.90
50,883,963
50,893,864.30
50,903,797.50
50,913,584
50,923,571.40
50,933,742.60
50,943,874
50,954,459.30
50,965,216
50,975,539
50,985,591.20
50,995,659.50
51,005,118.50
51,015,301.60
51,025,881.60
51,035,988.90
51,045,862.30
51,055,773
51,066,263.50
51,076,215.30
51,086,009.50
51,095,816.70
51,105,335.70
51,114,761.40
51,124,310.80
51,134,046.60
51,143,899.20
51,153,729.70
51,163,573.60
51,173,598.60
51,183,726.70
51,194,449.60
51,205,216.20
51,215,567.80
51,225,842.10
51,236,109.70
51,245,586.30
51,255,896.70
51,266,642.30
51,276,821
51,286,653.40
51,296,388.40
51,306,676.80
51,316,442.30
51,326,190.50
51,336,052.50
51,345,527.20
51,354,951.80
51,364,524.40
51,374,258.80
51,384,072
51,393,896.80
51,403,743.30
51,413,828.40
51,423,914.60
51,434,740.50
51,445,669
51,456,141.80
51,466,111.10
51,476,084.10
51,485,664.70
51,495,963.70
51,506,651.50
51,516,789.90
51,526,639.50
51,536,416.70
51,546,705.90
51,556,451.80
51,566,176.70
51,575,927.30
51,585,611.40
51,595,114.50
51,604,747.50
51,614,480.10
51,624,259.70
51,634,084.60
51,643,809.50
51,653,734.10
51,663,772.90
51,674,238
51,684,815.80
51,695,084.30
51,705,339.10
51,715,496.20
51,725,487.90
51,735,547.20
51,746,044.60
51,756,136.70
51,765,958.70
51,775,870.80
51,786,382.70
51,796,284.90
51,806,058.20
51,816,026.20
51,825,679.40
51,835,171.70
51,844,616.10
51,854,292
51,864,079.50
51,873,923
51,883,811.80
51,893,622.50
51,903,579.70
51,913,977.50
51,924,455.70
51,934,758
51,944,920.10
51,955,099.80
51,964,973
51,974,842.80
51,985,013.20
51,995,045.70
52,004,853.50
52,015,009
52,025,746.50
52,035,814.80
52,045,776.30
52,055,597.70
52,065,083.80
52,074,607.70
52,084,285.80
52,094,069.60
52,103,984.60
52,113,890.80
52,123,807.80
52,133,770.50
52,143,842.70
52,154,639.80
52,165,399.60
52,175,666.10
52,185,991.60
52,196,048.60
52,205,534.40
52,215,786.10
52,226,386.30
52,236,678.50
52,246,401.50
52,256,171.50
52,266,464.80
52,276,145.90
52,285,861.10
52,295,576.20
52,305,022
52,314,555.30
52,324,219.70
52,333,959.70
52,343,803.50
52,353,680.50
52,363,545.20
52,373,444.30
52,383,407.30
52,393,731.70
52,404,074.90
52,414,221
52,424,329.20
52,434,408.60
52,444,270.20
52,454,091.20
52,464,149.90
52,474,257.40
52,484,322.50
52,494,592.80
52,505,307.10
52,515,296.60
52,525,315.90
52,535,055
52,544,595.50
52,554,205.10
52,563,879
52,573,596.30
52,583,470
52,593,319.40
52,603,325.70
52,613,447.50
52,623,600.50
52,634,359.30
52,645,177.60
52,655,634.90
52,666,011.30
52,676,117.50
52,685,665.20
52,695,987.30
52,706,727.90
52,716,843
52,726,733
52,736,493.30
52,746,850.90
52,756,612.60
52,766,314.60
52,776,166.70
52,785,560.30
52,794,962.30
52,804,510.40
52,814,227.20
52,823,991
52,833,818.70
52,843,671.30
52,853,700.40
52,863,912.40
52,874,785.50
52,885,778
52,896,226
52,906,621.80
52,916,668.40
52,926,134.90
52,936,203.20
52,946,299.50
52,955,937.80
52,965,878.60
52,975,833.20
52,986,095.30
52,995,831.90
53,005,564.60
53,015,270.40
53,024,834.50
53,034,358.10
53,044,034
53,053,877.10
53,063,721
53,073,630
53,083,527.50
53,093,550
53,103,744.80
53,114,402
53,124,887.40
53,135,080.80
53,145,357.70
53,155,574.60
53,165,183.90
53,175,522.50
53,186,440.20
53,196,608.60
53,206,414.70
53,216,207.50
53,226,597.20
53,236,311.50
53,245,979.70
53,255,799
53,265,293.90
53,274,875.30
53,284,430.70
53,294,139.50
53,303,867.70
53,313,719.50
53,323,594.90
53,333,443.10
53,343,432.60
53,353,851.60
53,364,358.80
53,374,652.40
53,384,785.60
53,395,120
53,405,019.10
53,415,028.60
53,425,472.20
53,435,570.40
53,445,474.30
53,455,488.50
53,465,885.10
53,475,999.70
53,485,796.90
53,495,680.10
53,505,304.40
53,514,869
53,524,515.60
53,534,292.40
53,544,102.50
53,553,925.20
53,563,624.40
53,573,485.30
53,583,398.40
53,593,646
53,603,957.40
53,614,266.90
53,624,509.90
53,634,813.10
53,644,915.80
53,654,878.70
53,664,998
53,675,093.20
53,684,981.60
53,695,012.70
53,705,672.40
53,715,724
53,725,649.90
53,735,412
53,744,982.90
53,754,558.80
53,764,244.60
53,774,022.90
53,783,905
53,793,791.90
53,803,684
53,813,727.80
53,823,807.30
53,834,648.50
53,845,454.60
53,855,800.30
53,866,286.40
53,876,470.20
53,885,913.70
53,896,170.10
53,906,962
53,916,922
53,926,560
53,936,341.60
53,946,721.40
53,956,470.20
53,966,103.40
53,975,738.10
53,985,232.90
